USPS|GEOID|GEOIDFQ|NAME|ALAND|AWATER|ALAND_SQMI|AWATER_SQMI|INTPTLAT|INTPTLONG
NH|33806|620L900US33806|State House District Strafford 06|14685293|0|5.67|0.|43.282635|-70.94685
NH|33807|620L900US33807|State House District Strafford 07|24434290|280516|9.434|0.108|43.251229|-70.96667
NH|33808|620L900US33808|State House District Strafford 08|10636077|142840|4.107|0.055|43.29518|-70.996972
NH|33809|620L900US33809|State House District Strafford 09|5221490|0|2.016|0.|43.314268|-70.966835
NH|33810|620L900US33810|State House District Strafford 10|58048556|6096742|22.413|2.354|43.117061|-70.918807
NH|33811|620L900US33811|State House District Strafford 11|93156334|3605968|35.968|1.392|43.141726|-70.970473
NH|33812|620L900US33812|State House District Strafford 12|44267178|1226584|17.092|0.474|43.233462|-70.874475
NH|33813|620L900US33813|State House District Strafford 13|20828986|84033|8.042|0.032|43.228614|-70.919928
NH|33814|620L900US33814|State House District Strafford 14|3192219|87491|1.233|0.034|43.206712|-70.881603
NH|33815|620L900US33815|State House District Strafford 15|6215815|1223717|2.4|0.472|43.194162|-70.846038
NH|33816|620L900US33816|State House District Strafford 16|13838629|2741989|5.343|1.059|43.158161|-70.845247
NH|33817|620L900US33817|State House District Strafford 17|13873720|250949|5.357|0.097|43.201109|-70.931651
NH|33901|620L900US33901|State House District Sullivan 01|70492623|2155253|27.217|0.832|43.51659|-72.149093
NH|33902|620L900US33902|State House District Sullivan 02|243979774|3622565|94.201|1.399|43.521873|-72.306956
NH|33903|620L900US33903|State House District Sullivan 03|301260373|6642440|116.317|2.565|43.300502|-72.301877
NH|33904|620L900US33904|State House District Sullivan 04|402890329|7237925|155.557|2.795|43.221439|-72.187923
NH|33905|620L900US33905|State House District Sullivan 05|167487545|12920384|64.667|4.989|43.45201|-72.066316
NH|33906|620L900US33906|State House District Sullivan 06|206997308|4336874|79.922|1.674|43.408359|-72.276349
NH|33ZZZ|620L900US33ZZZ|State House Districts not defined|0|131522062|0.|50.781|42.904329|-70.75435
NJ|34001|620L900US34001|Assembly District 01|1793787673|1460509881|692.585|563.906|39.200944|-74.954004
NJ|34002|620L900US34002|Assembly District 02|823058283|286145861|317.785|110.482|39.445605|-74.556375
NJ|34003|620L900US34003|Assembly District 03|1613950358|146574320|623.15|56.593|39.604963|-75.304734
NJ|34004|620L900US34004|Assembly District 04|756484372|8190058|292.08|3.162|39.655753|-74.951258
NJ|34005|620L900US34005|Assembly District 05|145027397|11124267|55.995|4.295|39.885885|-75.09578
NJ|34006|620L900US34006|Assembly District 06|185709319|2038141|71.703|0.787|39.862696|-74.9877
NJ|34007|620L900US34007|Assembly District 07|269839955|18419872|104.186|7.112|40.02795|-74.886984
NJ|34008|620L900US34008|Assembly District 08|2046480156|40585521|790.15|15.67|39.820569|-74.652585
NJ|34009|620L900US34009|Assembly District 09|1008610723|681810030|389.427|263.248|39.789879|-74.234099
NJ|34010|620L900US34010|Assembly District 10|214179678|61457871|82.695|23.729|40.025671|-74.130121
NJ|34011|620L900US34011|Assembly District 11|329241573|165576471|127.121|63.929|40.24644|-74.094586
NJ|34012|620L900US34012|Assembly District 12|818759358|17298279|316.125|6.679|40.171867|-74.412327
NJ|34013|620L900US34013|Assembly District 13|315876864|316319648|121.961|122.132|40.404786|-74.071404
NJ|34014|620L900US34014|Assembly District 14|374416198|4849178|144.563|1.872|40.266627|-74.553465
NJ|34015|620L900US34015|Assembly District 15|658812894|11388827|254.369|4.397|40.362448|-74.840333
NJ|34016|620L900US34016|Assembly District 16|744531481|16487198|287.465|6.366|40.499908|-74.731791
NJ|34017|620L900US34017|Assembly District 17|214634921|4570750|82.871|1.765|40.488954|-74.511692
NJ|34018|620L900US34018|Assembly District 18|179121754|3721055|69.159|1.437|40.500355|-74.393771
NJ|34019|620L900US34019|Assembly District 19|128823542|18368055|49.739|7.092|40.524318|-74.295068
NJ|34020|620L900US34020|Assembly District 20|67731463|3542653|26.151|1.368|40.674349|-74.232078
NJ|34021|620L900US34021|Assembly District 21|356911660|3126611|137.804|1.207|40.678335|-74.488877
NJ|34022|620L900US34022|Assembly District 22|114542104|2804452|44.225|1.083|40.612868|-74.266238
NJ|34023|620L900US34023|Assembly District 23|1465345776|25789680|565.773|9.957|40.756648|-74.946037
NJ|34024|620L900US34024|Assembly District 24|1773922726|53397593|684.915|20.617|41.055669|-74.715212
NJ|34025|620L900US34025|Assembly District 25|737060623|43726369|284.581|16.883|40.945395|-74.484342
NJ|34026|620L900US34026|Assembly District 26|383374230|25382048|148.022|9.8|40.935846|-74.365584
NJ|34027|620L900US34027|Assembly District 27|145694042|3124609|56.253|1.206|40.800731|-74.266833
NJ|34028|620L900US34028|Assembly District 28|46040453|58079|17.776|0.022|40.724566|-74.238239
NJ|34029|620L900US34029|Assembly District 29|52010925|4868033|20.082|1.88|40.727019|-74.161866
NJ|34030|620L900US34030|Assembly District 30|305237532|7936990|117.853|3.064|40.157218|-74.169878
NJ|34031|620L900US34031|Assembly District 31|59784218|31585857|23.083|12.195|40.703572|-74.09671
NJ|34032|620L900US34032|Assembly District 32|19635436|4236511|7.581|1.636|40.738225|-74.049272
NJ|34033|620L900US34033|Assembly District 33|36815960|5658864|14.215|2.185|40.783623|-74.039599
NJ|34034|620L900US34034|Assembly District 34|50296837|380803|19.42|0.147|40.794947|-74.189126
NJ|34035|620L900US34035|Assembly District 35|47426440|1362327|18.311|0.526|40.920247|-74.157155
NJ|34036|620L900US34036|Assembly District 36|72680936|7967271|28.062|3.076|40.820647|-74.072797
NJ|34037|620L900US34037|Assembly District 37|76694414|7622957|29.612|2.943|40.885706|-73.991134
NJ|34038|620L900US34038|Assembly District 38|107511764|2004230|41.511|0.774|40.918565|-74.06673
NJ|34039|620L900US34039|Assembly District 39|285532070|16101721|110.245|6.217|41.025061|-74.080431
NJ|34040|620L900US34040|Assembly District 40|223846920|7048324|86.428|2.721|40.927066|-74.228841
NM|35001|620L900US35001|State House District 1|918069768|1737211|354.469|0.671|36.896735|-108.267543
NM|35002|620L900US35002|State House District 2|241820298|2146423|93.367|0.829|36.703087|-108.218296
NM|35003|620L900US35003|State House District 3|2004241896|36191456|773.842|13.974|36.812836|-107.847503
NM|35004|620L900US35004|State House District 4|3948839349|11188534|1524.655|4.32|36.669742|-108.598127
NM|35005|620L900US35005|State House District 5|6505375009|3753694|2511.739|1.449|36.033834|-108.602062
NM|35006|620L900US35006|State House District 6|10290588048|5878106|3973.218|2.27|35.047152|-108.44343
NM|35007|620L900US35007|State House District 7|259665353|171190|100.257|0.066|34.753474|-106.601955
NM|35008|620L900US35008|State House District 8|136194929|933773|52.585|0.361|34.794736|-106.749723
NM|35009|620L900US35009|State House District 9|1986393478|2550620|766.951|0.985|35.601491|-108.820235
NM|35010|620L900US35010|State House District 10|337367814|3943619|130.258|1.523|34.974661|-106.607867
NM|35011|620L900US35011|State House District 11|30411689|665674|11.742|0.257|35.109949|-106.655168
NM|35012|620L900US35012|State House District 12|24628578|735975|9.509|0.284|35.042066|-106.69483
NM|35013|620L900US35013|State House District 13|10369173|0|4.004|0.|35.048051|-106.74027
NM|35014|620L900US35014|State House District 14|19718754|1330925|7.613|0.514|35.072834|-106.683111
NM|35015|620L900US35015|State House District 15|45498423|538065|17.567|0.208|35.156727|-106.62839
NM|35016|620L900US35016|State House District 16|18220416|881259|7.035|0.34|35.119937|-106.70301
NM|35017|620L900US35017|State House District 17|22891721|875065|8.839|0.338|35.186957|-106.672568
NM|35018|620L900US35018|State House District 18|18350656|37517|7.085|0.014|35.08004|-106.616405
NM|35019|620L900US35019|State House District 19|11710989|43051|4.522|0.017|35.073468|-106.572432
NM|35020|620L900US35020|State House District 20|50522285|477052|19.507|0.184|35.086399|-106.459957
NM|35021|620L900US35021|State House District 21|15223184|15813|5.878|0.006|35.079122|-106.529059
NM|35022|620L900US35022|State House District 22|4822970236|2628501|1862.159|1.015|34.65517|-106.164635
NM|35023|620L900US35023|State House District 23|42635429|240773|16.462|0.093|35.283901|-106.630459
NM|35024|620L900US35024|State House District 24|15661998|0|6.047|0.|35.110349|-106.543816
NM|35025|620L900US35025|State House District 25|16884015|31846|6.519|0.012|35.110121|-106.588014
NM|35026|620L900US35026|State House District 26|183242168|317768|70.75|0.123|35.029873|-106.835135
NM|35027|620L900US35027|State House District 27|16600105|45007|6.409|0.017|35.158281|-106.545403
NM|35028|620L900US35028|State House District 28|16918299|1226|6.532|0.|35.11952|-106.505823
NM|35029|620L900US35029|State House District 29|361447778|2104671|139.556|0.813|35.15243|-106.826465
NM|35030|620L900US35030|State House District 30|14303314|75838|5.523|0.029|35.142334|-106.564895
NM|35031|620L900US35031|State House District 31|49171107|83075|18.985|0.032|35.186631|-106.529502
NM|35032|620L900US35032|State House District 32|17021119576|25351063|6571.891|9.788|32.060767|-108.171606
NM|35033|620L900US35033|State House District 33|467022031|406067|180.318|0.157|32.22305|-106.987591
NM|35034|620L900US35034|State House District 34|2784031495|1967696|1074.921|0.76|31.977307|-106.970608
NM|35035|620L900US35035|State House District 35|28888650|0|11.154|0.|32.339028|-106.785469
NM|35036|620L900US35036|State House District 36|1158321983|507226|447.231|0.196|32.648272|-106.802719
NM|35037|620L900US35037|State House District 37|30699180|0|11.853|0.|32.349394|-106.751113
NM|35038|620L900US35038|State House District 38|12590802241|159872737|4861.336|61.727|33.208389|-106.767086
NM|35039|620L900US35039|State House District 39|12754802885|17008605|4924.657|6.567|32.836748|-108.454465
NM|35040|620L900US35040|State House District 40|14545571664|39829771|5616.077|15.378|36.320551|-104.893197
NM|35041|620L900US35041|State House District 41|12209634313|59742708|4714.166|23.067|36.476937|-106.407569
NM|35042|620L900US35042|State House District 42|3813335955|3366743|1472.337|1.3|36.54782|-105.515923
NM|35043|620L900US35043|State House District 43|2537244108|7197523|979.635|2.779|35.793351|-106.472919
NM|35044|620L900US35044|State House District 44|63006298|1645215|24.327|0.635|35.229617|-106.621342
NM|35045|620L900US35045|State House District 45|32592378|0|12.584|0.|35.625992|-106.023822
NM|35046|620L900US35046|State House District 46|1232923204|1289721|476.034|0.498|35.854853|-105.974136
NM|35047|620L900US35047|State House District 47|620160668|534880|239.445|0.207|35.641895|-105.839124
NM|35048|620L900US35048|State House District 48|21803121|0|8.418|0.|35.657339|-105.987448
NM|35049|620L900US35049|State House District 49|34853456281|18722950|13456.995|7.229|33.877391|-107.656196
NM|35050|620L900US35050|State House District 50|3110135808|209951|1200.83|0.081|35.281016|-106.013946
NM|35051|620L900US35051|State House District 51|170133573|11329|65.689|0.004|32.875078|-105.887438
NM|35052|620L900US35052|State House District 52|358932352|736755|138.585|0.284|32.184977|-106.639378
NM|35053|620L900US35053|State House District 53|1205917740|203660|465.607|0.079|32.236403|-106.510195
NM|35054|620L900US35054|State House District 54|19305175332|40052757|7453.77|15.464|32.510538|-105.407927
NM|35055|620L900US35055|State House District 55|7217212253|27984190|2786.581|10.805|32.300058|-103.691709
NM|35056|620L900US35056|State House District 56|16749677767|3127655|6467.087|1.208|33.548734|-105.495048
NM|35057|620L900US35057|State House District 57|520541807|6465|200.982|0.002|35.366589|-106.831114
NM|35058|620L900US35058|State House District 58|2902525326|4048061|1120.671|1.563|33.146023|-104.516838
NM|35059|620L900US35059|State House District 59|629490468|282299|243.048|0.109|33.41262|-104.742923
NM|35060|620L900US35060|State House District 60|231702099|29529|89.461|0.011|35.259777|-106.827596
NM|35061|620L900US35061|State House District 61|2567026016|2174273|991.134|0.839|32.716174|-103.494942
NM|35062|620L900US35062|State House District 62|582700357|668389|224.982|0.258|32.849231|-103.162089
NM|35063|620L900US35063|State House District 63|16898819830|36069748|6524.671|13.927|34.531168|-104.539434
NM|35064|620L900US35064|State House District 64|10332148517|25649319|3989.265|9.903|33.893341|-103.881543
NM|35065|620L900US35065|State House District 65|13727705000|34000958|5300.297|13.128|36.178924|-107.297474
NM|35066|620L900US35066|State House District 66|12198934628|37928922|4710.035|14.644|33.108986|-103.854747
NM|35067|620L900US35067|State House District 67|29127201820|63249286|11246.076|24.421|35.819193|-103.632394
NM|35068|620L900US35068|State House District 68|22640010|287859|8.741|0.111|35.200547|-106.715088
NM|35069|620L900US35069|State House District 69|13909070405|11884482|5370.322|4.589|35.214883|-107.545426
NM|35070|620L900US35070|State House District 70|13229486455|20853972|5107.933|8.052|35.470381|-104.613437
NY|36001|620L900US36001|Assembly District 1|737617809|2159888355|284.796|833.938|41.041944|-72.281086
NY|36002|620L900US36002|Assembly District 2|422301154|577869932|163.051|223.117|40.974041|-72.714717
NY|36003|620L900US36003|Assembly District 3|185655151|94286539|71.682|36.404|40.775594|-72.883344
NY|36004|620L900US36004|Assembly District 4|131665210|111818694|50.836|43.173|40.961238|-73.07229
NY|36005|620L900US36005|Assembly District 5|105517752|975852|40.741|0.377|40.82516|-73.079188
NY|36006|620L900US36006|Assembly District 6|58288684|0|22.505|0.|40.774302|-73.22639
NY|36007|620L900US36007|Assembly District 7|147636086|415277888|57.003|160.34|40.661622|-73.085315
NY|36008|620L900US36008|Assembly District 8|158859582|149430459|61.336|57.695|40.918436|-73.17788
NY|36009|620L900US36009|Assembly District 9|90275955|223941528|34.856|86.464|40.626662|-73.37407
NY|36010|620L900US36010|Assembly District 10|145246582|73157|56.08|0.028|40.814869|-73.400351
NY|36011|620L900US36011|Assembly District 11|74229523|3174138|28.66|1.226|40.711126|-73.39368
NY|36012|620L900US36012|Assembly District 12|144761756|111546738|55.893|43.068|40.902425|-73.371427
NY|36013|620L900US36013|Assembly District 13|98744509|139857742|38.125|53.999|40.910652|-73.532616
NY|36014|620L900US36014|Assembly District 14|81892485|86084290|31.619|33.237|40.613991|-73.538933
NY|36015|620L900US36015|Assembly District 15|155887599|2416972|60.189|0.933|40.822306|-73.527068
NY|36016|620L900US36016|Assembly District 16|88952521|39703228|34.345|15.33|40.816094|-73.703589
NY|36017|620L900US36017|Assembly District 17|47493865|332079|18.337|0.128|40.71218|-73.503401
NY|36018|620L900US36018|Assembly District 18|32629812|1472964|12.598|0.569|40.686682|-73.603777
NY|36019|620L900US36019|Assembly District 19|57338976|164379|22.139|0.063|40.733639|-73.632381
NY|36020|620L900US36020|Assembly District 20|58678657|103721137|22.656|40.047|40.583706|-73.67397
NY|36021|620L900US36021|Assembly District 21|41152077|2411756|15.889|0.931|40.65628|-73.633635
NY|36022|620L900US36022|Assembly District 22|31462743|210270|12.148|0.081|40.689066|-73.705145
NY|36023|620L900US36023|Assembly District 23|30742059|156127626|11.87|60.281|40.561732|-73.883869
NY|36024|620L900US36024|Assembly District 24|14915498|0|5.759|0.|40.714161|-73.790461
NY|36025|620L900US36025|Assembly District 25|17296685|46201|6.678|0.018|40.740447|-73.792047
NY|36026|620L900US36026|Assembly District 26|27078647|6672311|10.455|2.576|40.766598|-73.757915
NY|36027|620L900US36027|Assembly District 27|20496232|7437958|7.914|2.872|40.783558|-73.856287
NY|36028|620L900US36028|Assembly District 28|13585904|0|5.246|0.|40.714099|-73.859538
NY|36029|620L900US36029|Assembly District 29|16186373|11837|6.25|0.005|40.685937|-73.757868
NY|36030|620L900US36030|Assembly District 30|7702889|0|2.974|0.|40.739609|-73.894872
NY|36031|620L900US36031|Assembly District 31|38601541|13237199|14.904|5.111|40.642537|-73.781717
NY|36032|620L900US36032|Assembly District 32|11311154|106288|4.367|0.041|40.685255|-73.789034
NY|36033|620L900US36033|Assembly District 33|16468164|0|6.358|0.|40.71219|-73.739042
NY|36034|620L900US36034|Assembly District 34|9196398|1440314|3.551|0.556|40.769145|-73.896842
NY|36035|620L900US36035|Assembly District 35|9990563|2785196|3.857|1.075|40.763095|-73.866661
NY|36036|620L900US36036|Assembly District 36|8337618|40000|3.219|0.015|40.763103|-73.930195
NY|36037|620L900US36037|Assembly District 37|14698300|359553|5.675|0.139|40.729952|-73.920765
NY|36038|620L900US36038|Assembly District 38|11466819|82983|4.427|0.032|40.699749|-73.893629
NY|36039|620L900US36039|Assembly District 39|4949682|0|1.911|0.|40.739568|-73.872648
NY|36040|620L900US36040|Assembly District 40|8569642|96883|3.309|0.037|40.765855|-73.818474
NY|36041|620L900US36041|Assembly District 41|9205006|107697|3.554|0.042|40.610276|-73.941382
NY|36042|620L900US36042|Assembly District 42|5802165|0|2.24|0.|40.638289|-73.954646
NY|36043|620L900US36043|Assembly District 43|5504551|0|2.125|0.|40.66294|-73.945728
NY|36044|620L900US36044|Assembly District 44|8449493|227326|3.262|0.088|40.655871|-73.974108
NY|36045|620L900US36045|Assembly District 45|9267044|3065260|3.578|1.184|40.588554|-73.95786
NY|36046|620L900US36046|Assembly District 46|12065661|20904931|4.659|8.071|40.580748|-74.008031
NY|36047|620L900US36047|Assembly District 47|6347183|0|2.451|0.|40.603775|-73.991593
NY|36048|620L900US36048|Assembly District 48|6705024|0|2.589|0.|40.627196|-73.979878
NY|36049|620L900US36049|Assembly District 49|6094903|0|2.353|0.|40.624202|-74.002329
NY|36050|620L900US36050|Assembly District 50|7668932|206471|2.961|0.08|40.721515|-73.952576
NY|36051|620L900US36051|Assembly District 51|11559842|360908|4.463|0.139|40.65769|-74.006236
NY|36052|620L900US36052|Assembly District 52|8488500|483072|3.277|0.187|40.688455|-73.985176
NY|36053|620L900US36053|Assembly District 53|7291155|152955|2.815|0.059|40.706573|-73.932802
NY|36054|620L900US36054|Assembly District 54|7522915|0|2.905|0.|40.683431|-73.889693
NY|36055|620L900US36055|Assembly District 55|6412437|0|2.476|0.|40.670491|-73.913176
NY|36056|620L900US36056|Assembly District 56|5950651|0|2.298|0.|40.686374|-73.93779
NY|36057|620L900US36057|Assembly District 57|5815495|0|2.245|0.|40.685672|-73.963383
NY|36058|620L900US36058|Assembly District 58|8707326|0|3.362|0.|40.647465|-73.920995
NY|36059|620L900US36059|Assembly District 59|25964195|29168792|10.025|11.262|40.612444|-73.894081
NY|36060|620L900US36060|Assembly District 60|12574419|562057|4.855|0.217|40.655847|-73.876357
NY|36061|620L900US36061|Assembly District 61|19430831|25335388|7.502|9.782|40.635598|-74.11891
NY|36062|620L900US36062|Assembly District 62|51789326|45546352|19.996|17.586|40.525929|-74.189937
NY|36063|620L900US36063|Assembly District 63|48142206|3296259|18.588|1.273|40.606752|-74.150523
NY|36064|620L900US36064|Assembly District 64|34072794|64728978|13.156|24.992|40.576761|-74.078768
NY|36065|620L900US36065|Assembly District 65|3859128|1254607|1.49|0.484|40.712921|-73.991185
NY|36066|620L900US36066|Assembly District 66|5153955|1907881|1.99|0.737|40.72905|-74.006146
NY|36067|620L900US36067|Assembly District 67|3937666|2260502|1.52|0.873|40.776567|-73.987641
NY|36068|620L900US36068|Assembly District 68|7170338|2196158|2.768|0.848|40.793209|-73.935591
NY|36069|620L900US36069|Assembly District 69|4355774|2087835|1.682|0.806|40.797238|-73.968976
NY|36070|620L900US36070|Assembly District 70|4454118|421216|1.72|0.163|40.812633|-73.950095
NY|36071|620L900US36071|Assembly District 71|5505512|5620870|2.126|2.17|40.847348|-73.94253
NY|36072|620L900US36072|Assembly District 72|4267765|632319|1.648|0.244|40.856097|-73.926287
NY|36073|620L900US36073|Assembly District 73|4266875|0|1.647|0.|40.76298|-73.967557
NY|36074|620L900US36074|Assembly District 74|3844454|3082431|1.484|1.19|40.731848|-73.97397
NY|36075|620L900US36075|Assembly District 75|6865125|1409580|2.651|0.544|40.755|-73.993277
NY|36076|620L900US36076|Assembly District 76|2838160|2590860|1.096|1.|40.765522|-73.951683
NY|36077|620L900US36077|Assembly District 77|4278240|8301|1.652|0.003|40.849183|-73.911827
NY|36078|620L900US36078|Assembly District 78|5758571|0|2.223|0.|40.862069|-73.887421
NY|36079|620L900US36079|Assembly District 79|5385061|0|2.079|0.|40.832012|-73.901621
NY|36080|620L900US36080|Assembly District 80|9508676|0|3.671|0.|40.860894|-73.860816
NY|36081|620L900US36081|Assembly District 81|17203570|3471740|6.642|1.34|40.894347|-73.892965
NY|36082|620L900US36082|Assembly District 82|26752107|29444986|10.329|11.369|40.851662|-73.800799
NY|36083|620L900US36083|Assembly District 83|9607657|29842|3.71|0.012|40.883229|-73.847922
NY|36084|620L900US36084|Assembly District 84|10309916|1662|3.981|0.001|40.812969|-73.90573
NY|36085|620L900US36085|Assembly District 85|9370124|6069059|3.618|2.343|40.805698|-73.858019
NY|36086|620L900US36086|Assembly District 86|4246566|45100|1.64|0.017|40.854242|-73.905185
NY|36087|620L900US36087|Assembly District 87|6880684|217110|2.657|0.084|40.832239|-73.857889
NY|36088|620L900US36088|Assembly District 88|73416820|819350|28.346|0.316|40.970164|-73.787356
NY|36089|620L900US36089|Assembly District 89|18013355|3073221|6.955|1.187|40.905866|-73.833366
NY|36090|620L900US36090|Assembly District 90|37505734|1089454|14.481|0.421|40.949579|-73.858341
NY|36091|620L900US36091|Assembly District 91|58735014|64113977|22.678|24.755|40.940636|-73.707292
NY|36092|620L900US36092|Assembly District 92|145096995|30523889|56.022|11.785|41.07046|-73.827825
NY|36093|620L900US36093|Assembly District 93|467467265|24813518|180.49|9.581|41.200816|-73.65654
NY|36094|620L900US36094|Assembly District 94|592888847|42376659|228.916|16.362|41.406921|-73.71527
NY|36095|620L900US36095|Assembly District 95|319038667|53810646|123.182|20.776|41.308379|-73.897711
NY|36096|620L900US36096|Assembly District 96|160620000|40933852|62.016|15.805|41.160495|-73.990251
NY|36097|620L900US36097|Assembly District 97|103358476|13969652|39.907|5.394|41.076516|-73.988676
NY|36098|620L900US36098|Assembly District 98|995777961|27130498|384.472|10.475|41.315609|-74.411191
NY|36099|620L900US36099|Assembly District 99|426127082|33134410|164.529|12.793|41.367168|-74.065757
NY|36100|620L900US36100|Assembly District 100|2093310471|61237487|808.232|23.644|41.648449|-74.729338
NY|36101|620L900US36101|Assembly District 101|3964695221|64775733|1530.777|25.01|41.886772|-74.608816
NY|36102|620L900US36102|Assembly District 102|6846223461|85039735|2643.342|32.834|42.446953|-74.494111
NY|36103|620L900US36103|Assembly District 103|1354932850|90939729|523.143|35.112|41.934991|-74.084925
NY|36104|620L900US36104|Assembly District 104|383058675|30121141|147.9|11.63|41.613876|-74.015014
NY|36105|620L900US36105|Assembly District 105|933448206|24254592|360.406|9.365|41.641056|-73.711238
NY|36106|620L900US36106|Assembly District 106|2259476421|50001046|872.389|19.306|42.073584|-73.659766
NY|36107|620L900US36107|Assembly District 107|2310726236|45184703|892.176|17.446|42.7002|-73.522487
NY|36108|620L900US36108|Assembly District 108|177472492|8534560|68.523|3.295|42.681608|-73.687663
NY|36109|620L900US36109|Assembly District 109|317188770|4798832|122.467|1.853|42.647537|-73.927091
NY|36110|620L900US36110|Assembly District 110|226299116|7343913|87.375|2.836|42.749211|-73.83374
NY|36111|620L900US36111|Assembly District 111|584791136|13126249|225.789|5.068|42.835704|-74.128352
NY|36112|620L900US36112|Assembly District 112|963224339|39648953|371.903|15.309|42.980958|-73.974306
NY|36113|620L900US36113|Assembly District 113|840699730|33872484|324.596|13.078|43.111175|-73.662136
NY|36114|620L900US36114|Assembly District 114|7982800827|571222541|3082.177|220.55|43.718682|-73.721105
NY|36115|620L900US36115|Assembly District 115|8194935816|401439493|3164.083|154.997|44.588767|-74.051178
NY|36116|620L900US36116|Assembly District 116|4161591982|1739510889|1606.8|671.629|44.282046|-75.798898
NY|36117|620L900US36117|Assembly District 117|10021589070|284309642|3869.357|109.773|44.052105|-75.238796
NY|36118|620L900US36118|Assembly District 118|10390813530|425439506|4011.916|164.263|43.447279|-74.694629
NY|36119|620L900US36119|Assembly District 119|568092985|4582462|219.342|1.769|43.197644|-75.350008
NY|36120|620L900US36120|Assembly District 120|3304718491|1274775761|1275.959|492.194|43.484261|-76.244239
NY|36121|620L900US36121|Assembly District 121|4704639542|53103363|1816.472|20.503|42.402902|-75.494608
NY|36122|620L900US36122|Assembly District 122|2516768409|10685042|971.73|4.126|42.905517|-75.382845
NY|36123|620L900US36123|Assembly District 123|252776672|5246073|97.598|2.026|42.082274|-76.016585
NY|36124|620L900US36124|Assembly District 124|2388546004|20315130|922.223|7.844|42.171052|-76.380811
NY|36125|620L900US36125|Assembly District 125|1618301514|44777070|624.83|17.289|42.465652|-76.399047
NY|36126|620L900US36126|Assembly District 126|1640413106|68891186|633.367|26.599|42.964464|-76.310161
NY|36127|620L900US36127|Assembly District 127|506542024|9488276|195.577|3.663|43.084312|-76.006931
NY|36128|620L900US36128|Assembly District 128|315662949|5468591|121.878|2.111|43.007921|-76.164789
NY|36129|620L900US36129|Assembly District 129|160652954|9834549|62.028|3.797|43.119934|-76.354809
NY|36130|620L900US36130|Assembly District 130|1650716068|2524155424|637.345|974.582|43.28223|-77.070919
NY|36131|620L900US36131|Assembly District 131|4200312549|189014477|1621.75|72.979|42.743067|-76.402921
NY|36132|620L900US36132|Assembly District 132|4717592004|288823113|1821.473|111.515|42.390808|-77.079481
NY|36133|620L900US36133|Assembly District 133|3523630501|49607500|1360.481|19.154|42.703501|-77.641051
NY|36134|620L900US36134|Assembly District 134|326357481|13249610|126.007|5.116|43.222694|-77.764429
NY|36135|620L900US36135|Assembly District 135|350759635|4522629|135.429|1.746|43.072431|-77.485432
NY|36136|620L900US36136|Assembly District 136|107540499|255899385|41.522|98.803|43.266021|-77.622872
NY|36137|620L900US36137|Assembly District 137|76821342|1050978|29.661|0.406|43.153872|-77.668616
NY|36138|620L900US36138|Assembly District 138|310754625|2803325|119.983|1.082|43.074469|-77.743588
NY|36139|620L900US36139|Assembly District 139|2660943501|2163686832|1027.396|835.404|43.286509|-78.102894
NY|36140|620L900US36140|Assembly District 140|84238432|5758846|32.525|2.224|42.993323|-78.864634
NY|36141|620L900US36141|Assembly District 141|44047502|23250|17.007|0.009|42.916643|-78.837491
NY|36142|620L900US36142|Assembly District 142|141217531|812003|54.524|0.314|42.817679|-78.764524
NY|36143|620L900US36143|Assembly District 143|105543785|250196|40.751|0.097|42.907061|-78.741405
NY|36144|620L900US36144|Assembly District 144|1226054688|1567002868|473.382|605.023|43.322171|-78.71792
NY|36145|620L900US36145|Assembly District 145|522920801|45342511|201.901|17.507|43.149988|-78.931857
NY|36146|620L900US36146|Assembly District 146|137795860|984893|53.203|0.38|43.011639|-78.757148
NY|36147|620L900US36147|Assembly District 147|2858351591|9279219|1103.616|3.583|42.675402|-78.51131
NY|36148|620L900US36148|Assembly District 148|6796896862|50562091|2624.297|19.522|42.252329|-78.297398
NY|36149|620L900US36149|Assembly District 149|137652052|450075300|53.148|173.775|42.716555|-78.967804
NY|36150|620L900US36150|Assembly District 150|2812223284|1139903573|1085.806|440.119|42.304216|-79.407595
NC|37001|620L900US37001|State House District 1|4479150040|2370435765|1729.41|915.23|35.972094|-76.260944
NC|37002|620L900US37002|State House District 2|1346001508|45154052|519.694|17.434|36.322637|-78.964195
NC|37003|620L900US37003|State House District 3|1626140562|116490336|627.856|44.977|35.148167|-77.122672
NC|37004|620L900US37004|State House District 4|2769963567|18110316|1069.489|6.992|35.012864|-77.960963
NC|37005|620L900US37005|State House District 5|3006922781|374900912|1160.979|144.75|36.35928|-76.554183
NC|37006|620L900US37006|State House District 6|1152630822|12963182|445.033|5.005|35.361302|-78.925545
NC|37007|620L900US37007|State House District 7|1555469180|8330400|600.57|3.216|36.124184|-78.310665
NC|37008|620L900US37008|State House District 8|680080825|4280500|262.581|1.653|35.672916|-77.477661
NC|37009|620L900US37009|State House District 9|1009539345|3967278|389.785|1.532|35.535611|-77.310984
NC|37010|620L900US37010|State House District 10|774803369|5969889|299.153|2.305|35.449765|-77.966206
NC|37011|620L900US37011|State House District 11|72904242|1169748|28.148|0.452|35.763252|-78.777112
NC|37012|620L900US37012|State House District 12|2945309861|13157694|1137.191|5.08|35.199616|-77.522482
NC|37013|620L900US37013|State House District 13|1518487663|2187424251|586.291|844.569|34.863654|-76.554025
